part3,part2b,part2t,part1,scope,language_type,ref_name,comment,print_name,inverted_name,m_id
dyb,,,,Individual,Extinct language,Dyaberdyaber,,Dyaberdyaber,Dyaberdyaber,
dyd,,,,Individual,Extinct language,Dyugun,,Dyugun,Dyugun,
dyg,,,,Individual,Extinct language,Villa Viciosa Agta,,Villa Viciosa Agta,"Agta, Villa Viciosa",
dyi,,,,Individual,Living language,Djimini Senoufo,,Djimini Senoufo,"Senoufo, Djimini",
dym,,,,Individual,Living language,Yanda Dom Dogon,,Yanda Dom Dogon,"Dogon, Yanda Dom",
dyn,,,,Individual,Living language,Dyangadi,,Dhanggatti,Dhanggatti,
dyn,,,,Individual,Living language,Dyangadi,,Dyangadi,Dyangadi,
dyo,,,,Individual,Living language,Jola-Fonyi,,Jola-Fonyi,Jola-Fonyi,
dyr,,,,Individual,Living language,Dyarim,,Dyarim,Dyarim,
dyu,dyu,dyu,,Individual,Living language,Dyula,,Dyula,Dyula,
dyy,,,,Individual,Living language,Djabugay,,Djabugay,Djabugay,
dyy,,,,Individual,Living language,Djabugay,,Dyaabugay,Dyaabugay,
dza,,,,Individual,Living language,Tunzu,,Tunzu,Tunzu,
dzd,,,,Individual,Living language,Daza,,Daza,Daza,
dze,,,,Individual,Extinct language,Djiwarli,,Djiwarli,Djiwarli,
dzg,,,,Individual,Living language,Dazaga,,Dazaga,Dazaga,
dzl,,,,Individual,Living language,Dzalakha,,Dzalakha,Dzalakha,
dzn,,,,Individual,Living language,Dzando,,Dzando,Dzando,
dzo,dzo,dzo,dz,Individual,Living language,Dzongkha,,Dzongkha,Dzongkha,
eaa,,,,Individual,Extinct language,Karenggapa,,Karenggapa,Karenggapa,
ebc,,,,Individual,Living language,Beginci,,Beginci,Beginci,
ebg,,,,Individual,Living language,Ebughu,,Ebughu,Ebughu,
ebk,,,,Individual,Living language,Eastern Bontok,,Eastern Bontok,"Bontok, Eastern",bnc
ebo,,,,Individual,Living language,Teke-Ebo,,Teke-Ebo,Teke-Ebo,
ebr,,,,Individual,Living language,Ebrié,,Ebrié,Ebrié,
ebu,,,,Individual,Living language,Embu,,Embu,Embu,
ebu,,,,Individual,Living language,Embu,,Kiembu,Kiembu,
ecr,,,,Individual,Historical language,Eteocretan,,Eteocretan,Eteocretan,
ecs,,,,Individual,Living language,Ecuadorian Sign Language,,Ecuadorian Sign Language,Ecuadorian Sign Language,
ecy,,,,Individual,Historical language,Eteocypriot,,Eteocypriot,Eteocypriot,
eee,,,,Individual,Living language,E,,E,E,
efa,,,,Individual,Living language,Efai,,Efai,Efai,
efe,,,,Individual,Living language,Efe,,Efe,Efe,
efi,efi,efi,,Individual,Living language,Efik,,Efik,Efik,
ega,,,,Individual,Living language,Ega,,Ega,Ega,
egl,,,,Individual,Living language,Emilian,,Emilian,Emilian,
egm,,,,Individual,Living language,Benamanga,,Benamanga,Benamanga,
ego,,,,Individual,Living language,Eggon,,Eggon,Eggon,
egy,egy,egy,,Individual,Historical language,Egyptian (Ancient),,Egyptian (Ancient),Egyptian (Ancient),
ehs,,,,Individual,Living language,Miyakubo Sign Language,,Miyakubo Sign Language,Miyakubo Sign Language,
ehu,,,,Individual,Living language,Ehueun,,Ehueun,Ehueun,
eip,,,,Individual,Living language,Eipomek,,Eipomek,Eipomek,
eit,,,,Individual,Living language,Eitiep,,Eitiep,Eitiep,
eiv,,,,Individual,Living language,Askopan,,Askopan,Askopan,
eja,,,,Individual,Living language,Ejamat,,Ejamat,Ejamat,
eka,eka,eka,,Individual,Living language,Ekajuk,,Ekajuk,Ekajuk,
eke,,,,Individual,Living language,Ekit,,Ekit,Ekit,
ekg,,,,Individual,Living language,Ekari,,Ekari,Ekari,
eki,,,,Individual,Living language,Eki,,Eki,Eki,
ekk,,,,Individual,Living language,Standard Estonian,,Standard Estonian,"Estonian, Standard",est
ekl,,,,Individual,Living language,Kol (Bangladesh),,Kol,Kol,
ekl,,,,Individual,Living language,Kol (Bangladesh),,Kol (Bangladesh),Kol (Bangladesh),
ekm,,,,Individual,Living language,Elip,,Elip,Elip,
eko,,,,Individual,Living language,Koti,,Koti,Koti,
ekp,,,,Individual,Living language,Ekpeye,,Ekpeye,Ekpeye,
ekr,,,,Individual,Living language,Yace,,Yace,Yace,
eky,,,,Individual,Living language,Eastern Kayah,,Eastern Kayah,"Kayah, Eastern",
ele,,,,Individual,Living language,Elepi,,Elepi,Elepi,
elh,,,,Individual,Living language,El Hugeirat,,El Hugeirat,El Hugeirat,
eli,,,,Individual,Extinct language,Nding,,Nding,Nding,
elk,,,,Individual,Living language,Elkei,,Elkei,Elkei,
ell,gre,ell,el,Individual,Living language,Modern Greek (1453-),,Modern Greek (1453-),"Greek, Modern (1453-)",
elm,,,,Individual,Living language,Eleme,,Eleme,Eleme,
elo,,,,Individual,Living language,El Molo,,El Molo,El Molo,
elu,,,,Individual,Living language,Elu,,Elu,Elu,
elx,elx,elx,,Individual,Historical language,Elamite,,Elamite,Elamite,
ema,,,,Individual,Living language,Emai-Iuleha-Ora,,Emai-Iuleha-Ora,Emai-Iuleha-Ora,
emb,,,,Individual,Living language,Embaloh,,Embaloh,Embaloh,
eme,,,,Individual,Living language,Emerillon,,Emerillon,Emerillon,
emg,,,,Individual,Living language,Eastern Meohang,,Eastern Meohang,"Meohang, Eastern",
emi,,,,Individual,Living language,Mussau-Emira,,Mussau-Emira,Mussau-Emira,
emk,,,,Individual,Living language,Eastern Maninkakan,,Eastern Maninkakan,"Maninkakan, Eastern",man
emm,,,,Individual,Extinct language,Mamulique,,Mamulique,Mamulique,
emn,,,,Individual,Living language,Eman,,Eman,Eman,
emp,,,,Individual,Living language,Northern Emberá,,Northern Emberá,"Emberá, Northern",
emq,,,,Individual,Living language,Eastern Minyag,,Eastern Minyag,"Minyag, Eastern",
ems,,,,Individual,Living language,Pacific Gulf Yupik,,Pacific Gulf Yupik,"Yupik, Pacific Gulf",
emu,,,,Individual,Living language,Eastern Muria,,Eastern Muria,"Muria, Eastern",
emw,,,,Individual,Living language,Emplawas,,Emplawas,Emplawas,
emx,,,,Individual,Living language,Erromintxela,,Erromintxela,Erromintxela,
emy,,,,Individual,Historical language,Epigraphic Mayan,,Epigraphic Mayan,"Mayan, Epigraphic",
emz,,,,Individual,Living language,Mbessa,,Mbessa,Mbessa,
ena,,,,Individual,Living language,Apali,,Apali,Apali,
enb,,,,Individual,Living language,Markweeta,,Markweeta,Markweeta,kln
enc,,,,Individual,Living language,En,,En,En,
end,,,,Individual,Living language,Ende,,Ende,Ende,
enf,,,,Individual,Living language,Forest Enets,,Forest Enets,"Enets, Forest",
eng,eng,eng,en,Individual,Living language,English,,English,English,
enh,,,,Individual,Living language,Tundra Enets,,Tundra Enets,"Enets, Tundra",
enl,,,,Individual,Living language,Enlhet,,Enlhet,Enlhet,
enm,enm,enm,,Individual,Historical language,Middle English (1100-1500),,Middle English (1100-1500),"English, Middle (1100-1500)",
enn,,,,Individual,Living language,Engenni,,Engenni,Engenni,
eno,,,,Individual,Living language,Enggano,,Enggano,Enggano,
enq,,,,Individual,Living language,Enga,,Enga,Enga,
enr,,,,Individual,Living language,Emumu,,Emem,Emem,
enr,,,,Individual,Living language,Emumu,,Emumu,Emumu,
enu,,,,Individual,Living language,Enu,,Enu,Enu,
env,,,,Individual,Living language,Enwan (Edo State),,Enwan (Edo State),Enwan (Edo State),
enw,,,,Individual,Living language,Enwan (Akwa Ibom State),,Enwan (Akwa Ibom State),Enwan (Akwa Ibom State),
enx,,,,Individual,Living language,Enxet,,Enxet,Enxet,
eot,,,,Individual,Living language,Beti (Côte d'Ivoire),,Beti (Côte d'Ivoire),Beti (Côte d'Ivoire),
epi,,,,Individual,Living language,Epie,,Epie,Epie,
epo,epo,epo,eo,Individual,Constructed language,Esperanto,,Esperanto,Esperanto,
era,,,,Individual,Living language,Eravallan,,Eravallan,Eravallan,
erg,,,,Individual,Living language,Sie,,Sie,Sie,
erh,,,,Individual,Living language,Eruwa,,Eruwa,Eruwa,
eri,,,,Individual,Living language,Ogea,,Ogea,Ogea,
erk,,,,Individual,Living language,South Efate,,South Efate,"Efate, South",
ero,,,,Individual,Living language,Horpa,,Horpa,Horpa,
err,,,,Individual,Extinct language,Erre,,Erre,Erre,
ers,,,,Individual,Living language,Ersu,,Ersu,Ersu,
ert,,,,Individual,Living language,Eritai,,Eritai,Eritai,
erw,,,,Individual,Living language,Erokwanas,,Erokwanas,Erokwanas,
ese,,,,Individual,Living language,Ese Ejja,,Ese Ejja,Ese Ejja,
esg,,,,Individual,Living language,Aheri Gondi,,Aheri Gondi,"Gondi, Aheri",gon
esh,,,,Individual,Living language,Eshtehardi,,Eshtehardi,Eshtehardi,
esi,,,,Individual,Living language,North Alaskan Inupiatun,,North Alaskan Inupiatun,"Inupiatun, North Alaskan",ipk
esk,,,,Individual,Living language,Northwest Alaska Inupiatun,,Northwest Alaska Inupiatun,"Inupiatun, Northwest Alaska",ipk
esl,,,,Individual,Living language,Egypt Sign Language,,Egypt Sign Language,Egypt Sign Language,
esm,,,,Individual,Extinct language,Esuma,,Esuma,Esuma,
esn,,,,Individual,Living language,Salvadoran Sign Language,,Salvadoran Sign Language,Salvadoran Sign Language,
eso,,,,Individual,Living language,Estonian Sign Language,,Estonian Sign Language,Estonian Sign Language,
esq,,,,Individual,Extinct language,Esselen,,Esselen,Esselen,
ess,,,,Individual,Living language,Central Siberian Yupik,,Central Siberian Yupik,"Yupik, Central Siberian",
est,est,est,et,Macrolanguage,Living language,Estonian,,Estonian,Estonian,
esu,,,,Individual,Living language,Central Yupik,,Central Yupik,"Yupik, Central",
esy,,,,Individual,Living language,Eskayan,,Eskayan,Eskayan,
etb,,,,Individual,Living language,Etebi,,Etebi,Etebi,
etc,,,,Individual,Extinct language,Etchemin,,Etchemin,Etchemin,
eth,,,,Individual,Living language,Ethiopian Sign Language,,Ethiopian Sign Language,Ethiopian Sign Language,
etn,,,,Individual,Living language,Eton (Vanuatu),,Eton (Vanuatu),Eton (Vanuatu),
eto,,,,Individual,Living language,Eton (Cameroon),,Eton (Cameroon),Eton (Cameroon),
etr,,,,Individual,Living language,Edolo,,Edolo,Edolo,
ets,,,,Individual,Living language,Yekhee,,Yekhee,Yekhee,
ett,,,,Individual,Historical language,Etruscan,,Etruscan,Etruscan,
etu,,,,Individual,Living language,Ejagham,,Ejagham,Ejagham,
etx,,,,Individual,Living language,Eten,,Eten,Eten,
etz,,,,Individual,Living language,Semimi,,Semimi,Semimi,
eud,,,,Individual,Extinct language,Eudeve,,Eudeve,Eudeve,
eus,baq,eus,eu,Individual,Living language,Basque,,Basque,Basque,
eve,,,,Individual,Living language,Even,,Even,Even,
evh,,,,Individual,Living language,Uvbie,,Uvbie,Uvbie,
evn,,,,Individual,Living language,Evenki,,Evenki,Evenki,
ewe,ewe,ewe,ee,Individual,Living language,Ewe,,Ewe,Ewe,
ewo,ewo,ewo,,Individual,Living language,Ewondo,,Ewondo,Ewondo,
ext,,,,Individual,Living language,Extremaduran,,Extremaduran,Extremaduran,
eya,,,,Individual,Extinct language,Eyak,,Eyak,Eyak,
eyo,,,,Individual,Living language,Keiyo,,Keiyo,Keiyo,kln
eza,,,,Individual,Living language,Ezaa,,Ezaa,Ezaa,
eze,,,,Individual,Living language,Uzekwe,,Uzekwe,Uzekwe,
faa,,,,Individual,Living language,Fasu,,Fasu,Fasu,
fab,,,,Individual,Living language,Fa d'Ambu,,Fa d'Ambu,Fa d'Ambu,
fad,,,,Individual,Living language,Wagi,,Wagi,Wagi,
faf,,,,Individual,Living language,Fagani,,Fagani,Fagani,
fag,,,,Individual,Living language,Finongan,,Finongan,Finongan,
fah,,,,Individual,Living language,Baissa Fali,,Baissa Fali,"Fali, Baissa",
fai,,,,Individual,Living language,Faiwol,,Faiwol,Faiwol,
faj,,,,Individual,Living language,Faita,,Faita,Faita,
fak,,,,Individual,Living language,Fang (Cameroon),,Fang (Cameroon),Fang (Cameroon),
fal,,,,Individual,Living language,South Fali,,South Fali,"Fali, South",
fam,,,,Individual,Living language,Fam,,Fam,Fam,
fan,fan,fan,,Individual,Living language,Fang (Equatorial Guinea),,Fang (Equatorial Guinea),Fang (Equatorial Guinea),
fao,fao,fao,fo,Individual,Living language,Faroese,,Faroese,Faroese,
fap,,,,Individual,Living language,Paloor,,Paloor,Paloor,
far,,,,Individual,Living language,Fataleka,,Fataleka,Fataleka,
fas,per,fas,fa,Macrolanguage,Living language,Persian,,Persian,Persian,
fat,fat,fat,,Individual,Living language,Fanti,,Fanti,Fanti,aka
fau,,,,Individual,Living language,Fayu,,Fayu,Fayu,
fax,,,,Individual,Living language,Fala,,Fala,Fala,
fay,,,,Individual,Living language,Southwestern Fars,,Southwestern Fars,"Fars, Southwestern",
faz,,,,Individual,Living language,Northwestern Fars,,Northwestern Fars,"Fars, Northwestern",
fbl,,,,Individual,Living language,West Albay Bikol,,West Albay Bikol,"Bikol, West Albay",bik
fcs,,,,Individual,Living language,Quebec Sign Language,,Quebec Sign Language,Quebec Sign Language,
fer,,,,Individual,Living language,Feroge,,Feroge,Feroge,
ffi,,,,Individual,Living language,Foia Foia,,Foia Foia,Foia Foia,
ffm,,,,Individual,Living language,Maasina Fulfulde,,Maasina Fulfulde,"Fulfulde, Maasina",ful
fgr,,,,Individual,Living language,Fongoro,,Fongoro,Fongoro,
fia,,,,Individual,Living language,Nobiin,,Nobiin,Nobiin,
fie,,,,Individual,Living language,Fyer,,Fyer,Fyer,
fif,,,,Individual,Living language,Faifi,,Faifi,Faifi,
fij,fij,fij,fj,Individual,Living language,Fijian,,Fijian,Fijian,
fil,fil,fil,,Individual,Living language,Filipino,,Filipino,Filipino,
fil,fil,fil,,Individual,Living language,Filipino,,Pilipino,Pilipino,
fin,fin,fin,fi,Individual,Living language,Finnish,,Finnish,Finnish,
fip,,,,Individual,Living language,Fipa,,Fipa,Fipa,
fir,,,,Individual,Living language,Firan,,Firan,Firan,
fit,,,,Individual,Living language,Tornedalen Finnish,,Meänkieli,Meänkieli,
fit,,,,Individual,Living language,Tornedalen Finnish,,Tornedalen Finnish,"Finnish, Tornedalen",
fiw,,,,Individual,Living language,Fiwaga,,Fiwaga,Fiwaga,
fkk,,,,Individual,Living language,Kirya-Konzəl,,Kirya-Konzəl,Kirya-Konzəl,
fkv,,,,Individual,Living language,Kven Finnish,,Kven Finnish,"Finnish, Kven",
fla,,,,Individual,Living language,Kalispel-Pend d'Oreille,,Kalispel-Pend d'Oreille,Kalispel-Pend d'Oreille,
flh,,,,Individual,Living language,Foau,,Foau,Foau,
fli,,,,Individual,Living language,Fali,,Fali,Fali,
fll,,,,Individual,Living language,North Fali,,North Fali,"Fali, North",
fln,,,,Individual,Extinct language,Flinders Island,,Flinders Island,Flinders Island,
flr,,,,Individual,Living language,Fuliiru,,Fuliiru,Fuliiru,
fly,,,,Individual,Living language,Flaaitaal,,Flaaitaal,Flaaitaal,
fly,,,,Individual,Living language,Flaaitaal,,Tsotsitaal,Tsotsitaal,
fmp,,,,Individual,Living language,Fe'fe',,Fe'fe',Fe'fe',
fmu,,,,Individual,Living language,Far Western Muria,,Far Western Muria,"Muria, Far Western",
fnb,,,,Individual,Living language,Fanbak,,Fanbak,Fanbak,
fng,,,,Individual,Living language,Fanagalo,,Fanagalo,Fanagalo,
fni,,,,Individual,Living language,Fania,,Fania,Fania,
fod,,,,Individual,Living language,Foodo,,Foodo,Foodo,
foi,,,,Individual,Living language,Foi,,Foi,Foi,
fom,,,,Individual,Living language,Foma,,Foma,Foma,
fon,fon,fon,,Individual,Living language,Fon,,Fon,Fon,
for,,,,Individual,Living language,Fore,,Fore,Fore,
fos,,,,Individual,Extinct language,Siraya,,Siraya,Siraya,
fpe,,,,Individual,Living language,Fernando Po Creole English,,Fernando Po Creole English,"Creole English, Fernando Po",
fqs,,,,Individual,Living language,Fas,,Fas,Fas,
fra,fre,fra,fr,Individual,Living language,French,,French,French,
frc,,,,Individual,Living language,Cajun French,,Cajun French,"French, Cajun",
frd,,,,Individual,Living language,Fordata,,Fordata,Fordata,
frk,,,,Individual,Historical language,Frankish,,Frankish,Frankish,
frm,frm,frm,,Individual,Historical language,Middle French (ca. 1400-1600),,Middle French (ca. 1400-1600),"French, Middle (ca. 1400-1600)",
fro,fro,fro,,Individual,Historical language,Old French (842-ca. 1400),,Old French (842-ca. 1400),"French, Old (842-ca. 1400)",
frp,,,,Individual,Living language,Arpitan,,Arpitan,Arpitan,
frp,,,,Individual,Living language,Arpitan,,Francoprovençal,Francoprovençal,
frq,,,,Individual,Living language,Forak,,Forak,Forak,
frr,frr,frr,,Individual,Living language,Northern Frisian,,Northern Frisian,"Frisian, Northern",
frs,frs,frs,,Individual,Living language,Eastern Frisian,,Eastern Frisian,"Frisian, Eastern",
frt,,,,Individual,Living language,Fortsenal,,Fortsenal,Fortsenal,
fry,fry,fry,fy,Individual,Living language,Western Frisian,,Western Frisian,"Frisian, Western",
fse,,,,Individual,Living language,Finnish Sign Language,,Finnish Sign Language,Finnish Sign Language,
fsl,,,,Individual,Living language,French Sign Language,,French Sign Language,French Sign Language,
fss,,,,Individual,Living language,Finland-Swedish Sign Language,,finlandssvenskt teckenspråk,finlandssvenskt teckenspråk,
fss,,,,Individual,Living language,Finland-Swedish Sign Language,,Finland-Swedish Sign Language,Finland-Swedish Sign Language,
fss,,,,Individual,Living language,Finland-Swedish Sign Language,,suomenruotsalainen viittomakieli,suomenruotsalainen viittomakieli,
fub,,,,Individual,Living language,Adamawa Fulfulde,,Adamawa Fulfulde,"Fulfulde, Adamawa",ful
fuc,,,,Individual,Living language,Pulaar,,Pulaar,Pulaar,ful
fud,,,,Individual,Living language,East Futuna,,East Futuna,"Futuna, East",
fue,,,,Individual,Living language,Borgu Fulfulde,,Borgu Fulfulde,"Fulfulde, Borgu",ful
fuf,,,,Individual,Living language,Pular,,Pular,Pular,ful
fuh,,,,Individual,Living language,Western Niger Fulfulde,,Western Niger Fulfulde,"Fulfulde, Western Niger",ful
fui,,,,Individual,Living language,Bagirmi Fulfulde,,Bagirmi Fulfulde,"Fulfulde, Bagirmi",ful
fuj,,,,Individual,Living language,Ko,,Ko,Ko,
ful,ful,ful,ff,Macrolanguage,Living language,Fulah,,Fulah,Fulah,
fum,,,,Individual,Living language,Fum,,Fum,Fum,
fun,,,,Individual,Living language,Fulniô,,Fulniô,Fulniô,
fuq,,,,Individual,Living language,Central-Eastern Niger Fulfulde,,Central-Eastern Niger Fulfulde,"Fulfulde, Central-Eastern Niger",ful
fur,fur,fur,,Individual,Living language,Friulian,,Friulian,Friulian,
fut,,,,Individual,Living language,Futuna-Aniwa,,Futuna-Aniwa,Futuna-Aniwa,
fuu,,,,Individual,Living language,Furu,,Furu,Furu,
fuv,,,,Individual,Living language,Nigerian Fulfulde,,Nigerian Fulfulde,"Fulfulde, Nigerian",ful
fuy,,,,Individual,Living language,Fuyug,,Fuyug,Fuyug,
fvr,,,,Individual,Living language,Fur,,Fur,Fur,
fwa,,,,Individual,Living language,Fwâi,,Fwâi,Fwâi,
fwe,,,,Individual,Living language,Fwe,,Fwe,Fwe,
gaa,gaa,gaa,,Individual,Living language,Ga,,Ga,Ga,
gab,,,,Individual,Living language,Gabri,,Gabri,Gabri,
gac,,,,Individual,Living language,Mixed Great Andamanese,,Mixed Great Andamanese,"Great Andamanese, Mixed",
gad,,,,Individual,Living language,Gaddang,,Gaddang,Gaddang,
gae,,,,Individual,Living language,Guarequena,,Guarequena,Guarequena,
gaf,,,,Individual,Living language,Gende,,Gende,Gende,
gag,,,,Individual,Living language,Gagauz,,Gagauz,Gagauz,
gah,,,,Individual,Living language,Alekano,,Alekano,Alekano,
gai,,,,Individual,Living language,Borei,,Borei,Borei,
gaj,,,,Individual,Living language,Gadsup,,Gadsup,Gadsup,
gak,,,,Individual,Living language,Gamkonora,,Gamkonora,Gamkonora,
gal,,,,Individual,Living language,Galolen,,Galolen,Galolen,
gam,,,,Individual,Living language,Kandawo,,Kandawo,Kandawo,
gan,,,,Individual,Living language,Gan Chinese,,Gan Chinese,"Chinese, Gan",zho
gao,,,,Individual,Living language,Gants,,Gants,Gants,
gap,,,,Individual,Living language,Gal,,Gal,Gal,
gaq,,,,Individual,Living language,Gata',,Gata',Gata',
gar,,,,Individual,Living language,Galeya,,Galeya,Galeya,
gas,,,,Individual,Living language,Adiwasi Garasia,,Adiwasi Garasia,"Garasia, Adiwasi",
gat,,,,Individual,Living language,Kenati,,Kenati,Kenati,
gau,,,,Individual,Living language,Mudhili Gadaba,,Mudhili Gadaba,"Gadaba, Mudhili",
gaw,,,,Individual,Living language,Nobonob,,Nobonob,Nobonob,
gax,,,,Individual,Living language,Borana-Arsi-Guji Oromo,,Borana-Arsi-Guji Oromo,"Oromo, Borana-Arsi-Guji",orm
gay,gay,gay,,Individual,Living language,Gayo,,Gayo,Gayo,
gaz,,,,Individual,Living language,West Central Oromo,,West Central Oromo,"Oromo, West Central",orm
gba,gba,gba,,Macrolanguage,Living language,Gbaya (Central African Republic),,Gbaya (Central African Republic),Gbaya (Central African Republic),
gbb,,,,Individual,Living language,Kaytetye,,Kaytetye,Kaytetye,
gbd,,,,Individual,Living language,Karajarri,,Karajarri,Karajarri,
gbe,,,,Individual,Living language,Niksek,,Niksek,Niksek,
gbf,,,,Individual,Living language,Gaikundi,,Gaikundi,Gaikundi,
gbg,,,,Individual,Living language,Gbanziri,,Gbanziri,Gbanziri,
gbh,,,,Individual,Living language,Defi Gbe,,Defi Gbe,"Gbe, Defi",
gbi,,,,Individual,Living language,Galela,,Galela,Galela,
gbj,,,,Individual,Living language,Bodo Gadaba,,Bodo Gadaba,"Gadaba, Bodo",
gbk,,,,Individual,Living language,Gaddi,,Gaddi,Gaddi,
gbl,,,,Individual,Living language,Gamit,,Gamit,Gamit,
gbm,,,,Individual,Living language,Garhwali,,Garhwali,Garhwali,
gbn,,,,Individual,Living language,Mo'da,,Mo'da,Mo'da,
gbo,,,,Individual,Living language,Northern Grebo,,Northern Grebo,"Grebo, Northern",grb
gbp,,,,Individual,Living language,Gbaya-Bossangoa,,Gbaya-Bossangoa,Gbaya-Bossangoa,gba
gbq,,,,Individual,Living language,Gbaya-Bozoum,,Gbaya-Bozoum,Gbaya-Bozoum,gba
gbr,,,,Individual,Living language,Gbagyi,,Gbagyi,Gbagyi,
gbs,,,,Individual,Living language,Gbesi Gbe,,Gbesi Gbe,"Gbe, Gbesi",
gbu,,,,Individual,Living language,Gagadu,,Gagadu,Gagadu,
gbv,,,,Individual,Living language,Gbanu,,Gbanu,Gbanu,
gbw,,,,Individual,Living language,Gabi-Gabi,,Gabi-Gabi,Gabi-Gabi,
gbx,,,,Individual,Living language,Eastern Xwla Gbe,,Eastern Xwla Gbe,"Gbe, Eastern Xwla",
gby,,,,Individual,Living language,Gbari,,Gbari,Gbari,
gbz,,,,Individual,Living language,Zoroastrian Dari,,Zoroastrian Dari,"Dari, Zoroastrian",
gcc,,,,Individual,Living language,Mali,,Mali,Mali,
gcd,,,,Individual,Extinct language,Ganggalida,,Ganggalida,Ganggalida,
gce,,,,Individual,Extinct language,Galice,,Galice,Galice,
gcf,,,,Individual,Living language,Guadeloupean Creole French,,Guadeloupean Creole French,"Creole French, Guadeloupean",
gcl,,,,Individual,Living language,Grenadian Creole English,,Grenadian Creole English,"Creole English, Grenadian",
gcn,,,,Individual,Living language,Gaina,,Gaina,Gaina,
gcr,,,,Individual,Living language,Guianese Creole French,,Guianese Creole French,"Creole French, Guianese",
gct,,,,Individual,Living language,Colonia Tovar German,,Colonia Tovar German,"German, Colonia Tovar",
gda,,,,Individual,Living language,Gade Lohar,,Gade Lohar,"Lohar, Gade",raj
